id,number,issue,filing,title,us,ipc,inv_location,link,inventors,assignee,asignee_location,tech areas,references
7832157,7832157,20101116,20061228,Mounting system for a solar panel," 521733,  525862,  525821, 136244, 136251",E04D13/18, Saratoga CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7832157,Cinnamon Barry,"","",Solar Mounting/Rack,"3630253, 4154223, 4219011, 4271825, 4429872, 4570408, 4691818, 4718185, 4966631, 5046791, 5143556, 5164020, 5203135, 5205694, 5497587, 5571338, 5596981, 5628580, 5706617, 5746029, 6093884, 6105317, 6111189, 6201180, 6207889, 6269596, 6360491, 6370828, 6465724, 6501013, 6670541, 6672018, 6675545, 6761008, 6784360, 6959517, 7043884, 7406800, 7592537, 2002/0046506, 2002/0078991, 2003/0015637, 2003/0070368, 2003/0175071, 2004/0063265, 2004/0163338, 2006/0118163, 2007/0079865, 44 44 439, 29703481, 47-023570, 47-057885, 57-077856, 61-040963, 04-052367, 06-069527, 07-202242, 11-040835, 2001-210853, 2002-141541"
8435056,8435056,20130507,20100113,Apparatus for coupling power generated by a photovoltaic module to an output,"439153, 136244",H01R13/62, Petaluma CA US  Santa Rosa CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8435056,"Fornage Martin, Meeker Matthew K.","","",Solar Inverter,""
8365500,8365500,20130205,20101222,Optimized building integrated hybrid roofing system," 527471,  52 901,  521733","E04B1/00, E04B7/02, E04H14/00", Boston MA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8365500,Pao Frank,"","",Solar Mounting/Rack,""
8400134,8400134,20130319,20100303,Apparatus and methodology for maximum power point tracking for a solar panel,"323288, 323299, 320101","G05F1/67, G05F5/00", San Carlos CA US  San Jose CA US  San Jose CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8400134,"Moussaoui Zaki, Qiu Weihong, Liu Jun","","",Solar Inverter,""
8276329,8276329,20121002,20050527,Fire resistant PV shingle assembly," 521733,  52526",E04H14/00, Oakland CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8276329,Lenox Carl J. S.,"","",Solar Mounting/Rack,"1438321, 2659323, 3769091, 4023321, 4040867, 4111188, 4184903, 4315096, 4321416, 4421943, 4428361, 4607566, 4677248, 4769086, 4936063, 5056288, 5316592, 5505788, 5571338, 5573600, 5746839, 5990414, 6061978, 6119415, 6148570, 6360497, 6463708, 6521821, 6584737, 6606830, 6672018, 6786012, 6809251, 6883290, 6959520, 7155870, 7592537, 2001/0050101, 2003/0154667, 2003/0154680, 2003/0213201, 2003/0217768, 2004/0000334, 2004/0031219, 2004/0098932, 2005/0061311, 2005/0217716, 2006/0042683, 91 09 605, 202 04 963, 102 40 939, 5917168, 5280168, 2000064523, 2000208803"
7694466,7694466,20100413,20040812,Solar cell unit attaching apparatus," 521733,  52235,  52468,  52476, 126623",E04D13/18, Tokyo JP  Tokyo JP  Tokyo JP  Tokyo JP  Tokyo JP ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7694466,"Miyamoto Shinsuke, Takikawa Hiroyoshi, Ito Naoki, Takada Takeshi, Shimasaki Kouji","","",Solar Mounting/Rack,"5065557, 10-004207, 10-159284, 10-183899, 11-006262, 2000-261017, 2001-040845, 2001-065120, 2001-65121, 2003-298098, 2003-336357"
7843085,7843085,20101130,20080314,Systems for highly efficient solar power,307 80,H02J1/12, Fort Collins CO US  Wellington CO US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7843085,"Ledenev Anatoli, Porter Robert M.","","",Solar Inverter,"3900943, 4127797, 4168124, 4218139, 4222665, 4249958, 4274044, 4341607, 4375662, 4390940, 4395675, 4404472, 4445030, 4445049, 4513167, 4528503, 4580090, 4581716, 4619863, 4626983, 4649334, 4725740, 4749982, 4794909, 4873480, 4896034, 4899269, 4922396, 5027051, 5028861, 5179508, 5270636, 5401561, 5402060, 5493155, 5493204, 5503260, 5646502, 5648731, 5659465, 5669987, 5689242, 5741370, 5747967, 5782994, 5896281, 5898585, 5923100, 5932994, 6046401, 6081104, 6124769, 6162986, 6180868, 6181590, 6218605, 6218820, 6219623, 6262558, 6278052, 6281485, 6282104, 6314007, 6331670, 6351400, 6369462, 6433522, 6433992, 6441896, 6448489, 6493246, 6515215, 6545211, 6545868, 6593521, 6624350, 6670721, 6686533, 6686727, 6750391, 6791024, 6804127, 6889122, 6914418, 6920055, 6952355, 6958922, 6984965, 6984970, 7019988, 7046531, 7068017, 7091707, 7092265, 7158395, 7193872, 7227278, 7248946, 7274975, 7333916, 7365661, 7471073, 7479774, 7514900, D602432, 7602080, 7605498, 7719140, 7807919, 2001/0007522, 2001/0032664, 2003/0062078, 2003/0075211, 2004/0095020, 2004/0135560, 2004/0159102, 2004/0164557, 2004/0207366, 2004/0211456, 2005/0002214, 2005/0068012, 2005/0105224, 2005/0109386, 2005/0121067, 2005/0162018, 2005/0169018, 2005/0254191, 2006/0017327, 2006/0103360, 2006/0162772, 2006/0171182, 2006/0174939, 2007/0024257, 2007/0035975, 2007/0044837, 2007/0069520, 2007/0111103, 2007/0119718, 2007/0133241, 2007/0159866, 2007/0171680, 2007/0236187, 2008/0036440, 2008/0062724, 2008/0097655, 2008/0101101, 2008/0111517, 2008/0123375, 2008/0136367, 2008/0143188, 2008/0144294, 2008/0147335, 2008/0150366, 2008/0164766, 2008/0186004, 2008/0238195, 2008/0247201, 2008/0257397, 2009/0039852, 2009/0078300, 2009/0114263, 2009/0120485, 2009/0133736, 2009/0140715, 2009/0141522, 2009/0145480, 2009/0146505, 2009/0146667, 2009/0146671, 2009/0147554, 2009/0150005, 2009/0160258, 2009/0206666, 2009/0218887, 2009/0234692, 2009/0237042, 2009/0273241, 2009/0283128, 2009/0283129, 2009/0284078, 2009/0284232, 2009/0284240, 2009/0284998, 2010/0001587, 2010/0026097, 2010/0027297, 2010/0117858, 2010/0118985, 2010/0127570, 2010/0127571, 2010/0139732, 2010/0139734, 2010/0139743, 2010/0229915, 2010/0246230, 2010/0253150, 0677749, 0677749, 0824273, 0964415, 0964457, 0964457, 00978884, 0780750, 1120895, 310362, 612859, 1231961, 5050197, 2415841, 2415841, 2419968, 2421847, 2434490, 56042365, 60027964, 60148172, 62154121, 05003678, 06035555, 06141261, 07026849, 07222436, 08033347, 08066050, 08181343, 08204220, 09097918, 9148613, 2000020150, 20011086765, 2002231578, 2002231578, 2007104872, 2007225625, 27058845, 2007058843, 1020050071689, 1020060060825, 1020070036528, 1020080092747, 90/03680, 9003680, 02073785, 03036688, 2004100344, 2004100348, 2004107543, 2005027300, 2005036725, 2006005125, 2006013600, 2006013600, 2006048688, 2006048689, 2006048689, 2006071436, 2006078685, 2006090675, 2006117551, 2006137948, 2007007360, 2007008429, 2007080429, 2007142693, 2008125915, 2008125915, 2008132551, 2008132551, 2008132553, 2008142480, 2008142480, 2008142480, 2008069926, 2009007782, 2009007782, 2009007782, 2009051853, 2009051854, 2009051870, 2009055474, 2009059028, 2009059028, 2009064683, 2009064683, 2009072075, 2009072075, 2009072075, 2009072076, 2009072076, 2009072077, 2009073867, 2009073868, 2009075985, 2009075985, 2009114341, 2009114341, 2009118682, 2009118682, 2009118682, 2009118683, 2009118683, 2009118683, 2009136358, 2009136358, 2009140536, 2009140536, 2009140539, 2009140539, 2009140543, 2009140543, 2009140551, 2009140551, 2010002960, 2010014116, 2010062410, 2010062662, 2010062662, 2010065043"
8402703,8402703,20130326,20091124,Mounting support for a photovoltaic module," 521733,  52299","E04D13/18, E02D27/32", Walnut Creek CA US  Davis CA US  Oakland CA US  Fremont CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8402703,"Brandt Gregory Michael, Barsun Stephan K., Coleman Nathaniel T., Zhou Yin","","",Solar Mounting/Rack,""
8347492,8347492,20130108,20110207,Method of making an arrangement for collecting or emitting light," 29825,  29842,  29846,  29874,  29884",H01R43/00, Gate Mills OH US  Lakewood OH US  Twinsburg OH US  Twinsburg OH US  Twinsburg OH US  Twinsburg OH US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8347492,"Buelow, II Roger F., Takacs Lazlo, Karadag Baris E., Popovich Darrell W., Jenson Christopher H., Kazenski Keith D.","","",Solar Mounting/Rack,"4466705, 5229624, 5255171, 5520747, 5902417, 6624351, 7317576, 7741557, 2001/0011551, 2005/0135113, 2007/0199563, 2007/0235073, 2008/0012151, 2008/0053515, 2009/0000612, 2009/0260621, 2009/0320913, 2010/0212716"
7795837,7795837,20100914,20091027,Portable solar power supply trailer with a security containment area and multiple power interfaces,"320101, 136244","H01M10/44, H01L31/042", Sugar Land TX US  Stafford TX US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7795837,"Haun Darrell N., Haun Donald N.","","",Solar Monitoring,"4261329, 5969501, 6041242, 6396239, 7388348, 2009/0026842, 2009/0079161, 2009/0288698"
7678991,7678991,20100316,20050204,Rigid integrated photovoltaic roofing membrane and related methods of manufacturing same,"136244, 136251",H02N6/00, McKinney TX US  Frisco TX US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7678991,"McCaskill John R., Maytubby C. Daniel","","",Solar Mounting/Rack,"3459597, 4321416, 4574160, 4691076, 4860509, 5437735, 5590495, 5990414, 6050042, 6553729, 6675580, 6729081, 6730841, 2001/0054262, 2003/0163964, 2003/0217768, 2004/0144043"
7807919,7807919,20101005,20090205,Apparatuses and methods to reduce safety risks associated with photovoltaic systems,136244,H01L31/00, Sunnyvale CA US  Cupertino CA US  Saratoga CA US  Los Gatos CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7807919,"Powell Earl G., Hadar Ron, Kikinis Dan, Arditi Shmuel","","",Solar Inverter,"5143556, 5235266, 5268832, 5280133, 5604430, 5923158, 6031736, 6093885, 6101073, 6275016, 6396239, 6448489, 6515215, 6545211, 6593520, 6650031, 6653549, 6837739, 6844739, 6894911, 6897370, 6984970, 7061214, 7248946, 7256566, 7276886, 7518346, 7595616, 7605498, 7719140, 2005/0057214, 2005/0057215, 2006/0001406, 2006/0174939, 2006/0185727, 2006/0231132, 2007/0273351, 2008/0121272, 2008/0122449, 2008/0122518, 2008/0142071, 2008/0179949, 2008/0191560, 2008/0191675, 2008/0303503, 2009/0114263, 2010/0139734, 2005262278, 4232356, 19961705, 1388774, 2249147, 4219982, 08-097460, 8097460, 8116628, 8316517, 9148611, 11103538, 2000358330, 2003134661, 03012569"
8058752,8058752,20111115,20090213,Thin-film photovoltaic power element with integrated low-profile high-efficiency DC-DC converter,307150,H02J7/00, Boulder CO US  Menlo Park CA US  Fremont CA US  San Jose CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8058752,"Erickson, Jr. Robert W., Croft Steven, Everson Shawn, Schultz Aaron","","",Solar Inverter,"5348589, 6081104, 6093884, 6169678, 6593521, 6963147, 7812247, 7834580, 7843085, 7900361, 2002/0014262, 2005/0139259, 2007/0283996, 2007/0283997, 2008/0000518, 2008/0053519, 2008/0142071, 2008/0143188, 2008/0144294, 2008/0147335, 2008/0150366, 2008/0164766, 2008/0266919, 2008/0314432, 2009/0014049, 2009/0014057, 2009/0014058, 2002-111038, 2002-141540, 2003-052185, 2003-124492, 2004-096090, 2004-253475, 2005-129773"
7557292,7557292,20090707,20040309,Modular shade system with solar tracking panels,"136246, 136244, 126600, 126605, 126608, 126424","E04B7/02, H02N6/00, H01L25/00", Auburn NY US  Piedmont CA US  Danville CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7557292,"Shingleton Jefferson G., Dinwoodie Thomas L., Mascolo Gianluigi","","",Solar Mounting/Rack,"4000734, 4103672, 4106952, 4138994, 4153813, 4159710, 4173213, 4184482, 4187123, 4316448, 4345582, 4365617, 4370974, 4404465, 4429178, 4585318, 4611090, 4644933, 4663495, 4771764, 4832001, 4966311, 4995377, 5131955, 5228924, 5253637, 5505788, 5542409, 5730117, 5776262, 6058930, 6341451, 6345580, 6367573, 6399874, 6415557, 6489552, 6606823, 6702370, 6722357, 7069704, 7099169, 2001/0036024, 2003/0070705, 520 336, 386 264, 9013951, 2 608 741, 733010, 2357785, 56 118021, 61 39585, 59 231362, 10002063, 11340491, WO 00/31477, WO 01/55651"
8461716,8461716,20130611,20100824,"Photovoltaic power generating device, and controlling method","307 45, 307 85","H02J1/12, H02J3/00, H02J5/00, H03K19/00", Izumisano JP  Kaizuka JP  Izumisano JP ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8461716,"Matsuo Takahisa, Nishikawa Shuhei, Sekine Tsuyoshi","","",Solar Monitoring,""
8346400,8346400,20130101,20110209,System and method for power management in a photovoltaic installation,"700287, 290 44","G05D3/12, F03D9/00", Sarriguren ES  Sarriguren ES  Sarriguren ES  Sarriguren ES  Sarriguren ES  Sarriguren ES  Sarriguren ES  Sarriguren ES  Sarriguren ES  Sarriguren ES ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8346400,"González Senosiain Roberto, Coloma Calahorra Javier, Mayor Lusarreta Jesús, Cárcar Mayor Ainhoa, Acedo Sánchez Jorge, Solé López David, Zabaleta Maeztu Mikel, Simón Segura Susana, Pérez Barbáchano Javier, Marroyo Palomo Luis","","",Solar Monitoring,"5642007, 6542791, 6724097, 6784564, 6891281, 6906431, 7372173, 7514907, 2003/0102675, 2003/0155773, 2003/0171039, 2003/0182023, 2004/0027095, 2004/0264225, 2005/0121214, 2005/0206167, 2006/0267560, 2006/0273595, 2007/0018457, 2007/0047163, 2007/0063519, 2007/0078567, 2007/0085343, 2007/0138792, 2008/0048501, 2008/0122449, 2009/0055030, 2009/0121549, 2009/0160258, 2011/0118892, 1 850 002, 2001-256781, 2003/257207, 2011165684, 03/084041, 2005/031160, 2005/067119, 2005/085634, 2006/120033, 2007/006565"
8407950,8407950,20130402,20110121,Photovoltaic module support system," 521733,  52645,  52646",E04D13/18, Brick NJ US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8407950,Hartelius John,"","",Solar Mounting/Rack,""
8136783,8136783,20120320,20080617,System for assisting solar power generation,"248370, 248371, 248126, 126573, 126600, 136244","A47G29/00, F24J2/38, H01L31/00", Berlin DE ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8136783,Pietrzak Arnd,"","",Solar Mounting/Rack,"4056313, 4110010, 4149523, 4297521, 7647924, 7888598, 2006/0044511, 2008/0308091, 2009/0159075, 199 16 514, 2006/020597"
7755916,7755916,20100713,20071011,Methods for minimizing double-frequency ripple power in single-phase power conditioners,363 39,H02J1/02, Champaign IL US  Champaign IL US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7755916,"Krein Philip T., Balog, Jr. Robert S.","","",Solar Inverter,"5668464, 6489755, 6535403, 7289341, 7339287, 2006/0215429, 2009/0296348, 55068884"
7866098,7866098,20110111,20070907,Mounting system for a solar panel," 521733,  525861,  52562,  525821, 403292",E04D13/18, Saratoga CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7866098,Cinnamon Barry,"","",Solar Mounting/Rack,"3630253, 4154223, 4219011, 4271825, 4429872, 4570408, 4691818, 4718185, 4966631, 5046791, 5127762, 5143556, 5144780, 5164020, 5203135, 5205694, 5497587, D374169, 5571338, 5596981, 5628580, D387655, 5706617, 5746029, 6093884, 6105317, 6111189, 6201180, 6207889, 6269596, 6360491, 6370828, 6465724, 6501013, 6523320, 6568873, 6670541, 6672018, 6675545, 6676326, 6761008, 6784360, 6935623, 6959517, 7043884, 7406800, 7592537, 2002/0046506, 2002/0078991, 2003/0015637, 2003/0070368, 2003/0175071, 2004/0063265, 2004/0163338, 2004/0179892, 2006/0118163, 2007/0079865, 44 44 439, 2970348, 47-023570, 47-057885, 57-077856, 04-052367, 06-069527, 11-040835, 2001-210853"
7823583,7823583,20101102,20061222,Solar collector mounting array,"126696, 126684, 248166",F24J2/52, Pasadena CA US  Monrovia CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7823583,"Allen Nathan, Luconi Gregg F.","","",Solar Mounting/Rack,"1049159, 1667256, 2247830, 2625930, 2709318, 2715537, 2722772, 2868568, 3323833, 3466119, 3507526, 3734301, 3929230, 4004574, 4036462, 4071017, 4088120, 4102326, 4110010, 4149523, 4205657, 4243018, 4307709, 4309984, 4395581, 4413618, 4492424, 4510385, 4587951, 4602613, 4838003, 4999059, 5013176, 5049105, 5121526, 5127759, 5161768, D357544, 5564411, 6032430, 6061978, 6148570, 6465724, 6495750, 6501013, 6570084, 6766166, 7156088, 2003/0010372, 2003/0010374, 2003/0089049, 2003/0164187, 2005/0229924"
7928315,7928315,20110419,20061003,Terminal box for a solar cell panel,"136244, 136246, 136251, 136252, 136255, 136258, 257 54, 257497",H02N6/00, Osaka JP  Osaka JP ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7928315,"Nagai Tsuyoshi, Ishida Jun","","",Solar Mounting/Rack,"6225793, 2004/0177987, 2004/0261836, 2005/0253142, 199 16 742, 102004001011, 102004036697, 1 045 455, 11-017197, 2000-315808, 2003-224286, 2004-247708, 2004-319800, 2005-057008, 2005-150277"
8213199,8213199,20120703,20090818,Multiphase grid synchronized regulated current source inverter systems,"363 71, 307 82",H02M7/00, Maple Glen PA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8213199,Fishman Oleg S.,"","",Solar Inverter,"4953071, 5065303, 5682303, 6166527, 6259017, 6340851, 7576449, 7808125, 8130518, 2009/0102440, 2010/0283325"
8367995,8367995,20130205,20110223,System and method for automatic positioning of a solar array,"2502034, 2502031, 126573, 126600",F24J2/38, Dhahran SA ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8367995,Elshafei Moustafa,"","",Solar Mounting/Rack,""
7858874,7858874,20101228,20091107,Continuous circuit overlay solar shingles,"136244,  521733","H01L31/042, H01L31/00, E04D13/18", 3007 Ferndale St. Kensington MD 20895 US  Bohannon VA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7858874,"Ruskin Raymond Henry, Kinsley Homan B.","","",Solar Mounting/Rack,"3005862, 4040867, 4321416, 5575861, 5590495, 6875914, 7155870, 7328534, 2005/0022857, 2009/0000221, 2009/0000657, 2009/0095339, 2009/0133340, 2009/0133739, 2009/0133740, 2009/0159118, 2009/0178350, 2009/0194143"
7632109,7632109,20091215,20081008,Electrical connecting apparatus for flat conductors,"439 761, 439521",H01R12/00, Bielefeld DE  Bad Arolsen-Wetterburg DE  Herford DE ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7632109,"Boensch Matthis, Beck Thorsten, Schild Wolfgang","","",Solar Mounting/Rack,"4460232, 7097516, 7369398, 203 11 183, 20 2005 018884"
6882063,6882063,20050419,20030527,DC to DC converter and power management system,"307 82, 307 65, 307 66",/, Richland WA US  Kennewick WA US  Calgary CA  W. Richland WA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6882063,"Droppo Gerald W., Schienbein Lawrence A., Harris Brent Earle, Hammerstrom Donald J.","","",Solar Inverter,"3793578, 5847941, 5859772, 6072710, 6096449, 6184593, 6188199, 6243277, 6255008"
7786716,7786716,20100831,20050829,Nanosatellite solar cell regulator,"323290, 323906, 320101, 320107",G05F1/618, Agoura Hills CA US  Inglewood CA US  Inglewood CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7786716,"Simburger Edward J., Rumsey Daniel L., Carian Peter J.","","",Solar Monitoring,"5648731, 6070114, 6262558"
8362646,8362646,20130129,20110615,Safety device for plug and play solar energy system,"307 53, 307 45",H02J3/38, New Castle CO US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8362646,Wahl Eric R.,"","",Solar Inverter,""
8405247,8405247,20130326,20101216,Method and apparatus for control of fault-induced delayed voltage recovery (FIDVR) with photovoltaic and other inverter-based devices,"307 64, 307 87","H02J7/00, H02J9/00", Delmar NY US  Clifton Park NY US  Clifton Park NY US  Charlton NY US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8405247,"Miller Nicholas W., Delmerico Robert William, Walling Reigh Allen, Larsen Einar Vaughn","","",Solar Inverter,""
7126294,7126294,20061024,20030129,"Method and device for controlling photovoltaic inverter, and feed water device","318139, 323906, 323299, 363 55, 363 60, 363 95, 363 98","G05F1/67, G05F5/00", Kawasaki JP  Kawasaki JP  Tokyo JP  Tokyo JP  Tokyo JP ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7126294,"Minami Masahiro, Ichikawa Hiroaki, Kawai Masahito, Murai Yukio, Nakajima Kaoru","","",Solar Inverter,"4375662, 4390940, 4404472, 4494180, 4620140, 4649334, 4678983, 4868379, 4916382, 4999560, 5235266, 5293447, 5493204, 5560218, 5569998, 5621248, 5654883, 5682305, 5747967, 5838148, 5869956, 5892354, 5923158, 6046919, 6082122, 6175217, 6327994, 6434960, 6453693, 6469487, 6590793, 6678174, 6855016, 6879502, 6892165, 6917181, 6922348, 6930868, 2005/0116671, 6-214667"
7432618,7432618,20081007,20060407,Inverter anti-islanding method,"307129, 361 44, 361 49","H01H47/20, H01H83/12, H02H3/24", Bend OR US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7432618,Taylor Bill,"","",Solar Inverter,"6101073, 6107784, 6201180, 6320769, 6429546, 6593520, 6713890, 6750391, 6803515, 6810339, 6812396, 6856497, 6897370, 6927955, 6930868, 7106564, 2001/0023703, 2002/0085325, 2002/0105765, 2002/0186020, 2002/0195138, 2003/0067723, 2003/0075211, 2003/0111103, 2005/0045224"
7929325,7929325,20110419,20080527,"High efficiency, multi-source photovoltaic inverter",363 71,H02J1/10, Schenectady NY US  Niskayuna NY US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7929325,"de Rooij Michael Andrew, Glaser John Stanley","","",Solar Inverter,"5623398, 6693805, 6809942, 7016205, 7602626, 2004/0125618, 2005/0139259, 2006/0185727, 2008/0055941, WO0205403"
8467160,8467160,20130618,20070306,Bipolar DC to AC power converter with DC ground fault interrupt,361 42,H02H3/00, San Simeon CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8467160,West Richard T.,"","",Solar Inverter,""
8113890,8113890,20120214,20100504,Solar module connector and method of use,"439855, 439274",H01R13/11, Etters PA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8113890,Duesterhoeft Scott Stephen,"","",Solar Inverter,"4310211, 4460232, 7097516, 7354313, 7491099, 7648371, 7824190"
7484507,7484507,20090203,20050324,Method and apparatus for mounting an array of solar collectors,"126628, 126629, 126634, 126647",F24J2/04, Richmond Hill CA  Toronto CA ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7484507,"Nikiforov Vladimir, Kirkpatrick Richard","","",Solar Mounting/Rack,"1283333, 1326619, 4132217, 4265222, 4308858, 4350200, 4615381, 4774932, 4834338, 4899728, 5497587, 5935343, 2002/0117166"
8418984,8418984,20130416,20101202,Slider clip and photovoltaic structure mounting system,"248500, 248237,  524891,  52712, 211 411",A47B97/00, Brick NJ US  Stanhope NJ US  South Plainfield NJ US  Stamford CT US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8418984,"Hartelius John, Monaco Michael, Kazimir Kyle, Bellacicco John Anthony","","",Solar Mounting/Rack,""
8310094,8310094,20121113,20070125,Power supply system,"307 46, 307 66","H02J1/12, H02J7/00, H02J9/00", Nara JP  Gose JP  Yamatotakada JP  Kashiba JP ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8310094,"Yamada Kazuo, Matsui Ryoji, Yagi Ayumi, Yoshimi Naoki","","",Solar Inverter,"4725740, 2003/0047209, 2006/0055366, 2007/0034246, 58-175929, 61-135366, 6-266458, 08-033211, 09-046912, 09-091049, 10-201086, 11-089096, 11-206037, 2002-034175, 2002-044869, 2003-079054"
7230532,7230532,20070612,20021001,Wireless sensor system,"34053926, 340443, 3404255, 340500, 34087001","G08B1/08, H04Q7/00", Munich DE  Munich DE  Linden DE  Pöring DE  Aschheim DE ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7230532,"Albsmeier Andre, Bulst Wolf-Eckhart, Pistor Klaus, Schmidt Frank, Sczesny Oliver","","",Solar Monitoring,"4001798, 4160234, 4300119, 6122165, 6259372, 6570386, 6747573, 6882128, 6992423, 2001/0003163"
8266848,8266848,20120918,20120223,Photovoltaic module mounting system," 521733, 136244, 126623",E04D13/18, Fairfax CA US  Oakland CA US  San Rafael CA US  Novato CA US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8266848,"Miros Robert H. J., Mittan Margaret Birmingham, Seery Martin N., Holland Rodney H.","","",Solar Mounting/Rack,"3947138, 5205072, 5356675, 5588181, 5732180, 5746839, 5867869, 6063996, 6099097, 6481055, 6560821, 6570084, 6766561, 6809251, 6968654, 7114292, 7188390, 7240400, 7305797, 2003/0000569, 2003/0070368, 2003/0098056, 2003/0101662, 2004/0250491, 2005/0005534, 2005/0115176, 2006/0053706, 2006/0118163, 2006/0288645, 2007/0120381, 2008/0083087, 2009/0199846"
8128044,8128044,20120306,20100802,System for mounting a photovoltaic module to a surface,"248237,  521732,  52460, 136244, 136251","E04D13/18, H01L31/048, H01L31/02, E04C3/00", Albuquerque NM US ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8128044,Liebendorfer John E.,"","",Solar Mounting/Rack,"2317428, 2969421, 3210716, 3261625, 3443350, 3513606, 3529274, 3551876, 3727171, 3778175, 3844087, 3944636, 3954922, 3957568, 3966342, 3977606, 3978565, 3978745, 3994999, 3995689, 4003970, 4026084, 4032604, 4098854, 4114595, 4161769, 4217317, 4236283, 4250779, 4252752, 4252754, 4255991, 4266384, 4288394, 4309856, 4314492, 4336413, 4361524, 4364155, 4367183, 4393859, 4413311, 4415957, 4428893, 4476065, 4479292, 4541627, 4563277, 4569805, 4584915, D283911, 4600975, 4606588, 4607461, 4621472, 4631134, 4636577, 4662902, 4679472, 4680905, 4683101, 4734191, 4747980, 4752143, 4764314, 4795355, 4820412, 4841699, 4842779, 4848048, 4889620, 4926656, 4939963, 4964977, 5078205, RE33812, 5092087, 5093047, 5095594, 5099402, 5152202, 5155893, 5164020, 5165780, 5181442, 5204028, 5232518, RE34381, 5274978, 5283981, 5330688, 5347434, 5367843, 5394664, 5409549, 5449036, 5461837, 5497587, 5511343, 5571338, 5612665, 5647103, 5706617, 5718154, 5724828, 5724829, 5740996, 5779228, 5787653, 5800705, 5808893, 5816318, 5855342, 5944011, 5957568, 5979119, 6065255, 6065852, 6082870, 6105317, 6111189, 6135621, 6142219, 6155006, 6170212, 6205372, 6213200, 6269596, 6280535, 6336304, 6349912, 6360491, 6370828, 6414237, 6416200, 6465724, 6532398, 6543753, 6546312, 6553629, 6561117, 6564864, 6579047, 6615564, 6662074, 6663694, 6751914, 6755000, 6758584, 6796680, 6851820, 7043884, 7260918, 7766292, 2011/0126881, 2011/0209745, 41 20 900, 198 06 922, 2427826, 0244012, 0 905 795, 0 960 990, 0741112, 0783389, 2 753 733, 58049703, 07-153983, 07-153984, 09-250219, 11-013238, 11-324259, WO 01/03206"
8169226,8169226,20120501,20090818,"Method for measuring a current, in particular by means of a grounding apparatus",324713,G01R27/08, Kassel DE ,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8169226,Müller Burkhard,"","",Solar Inverter,"5235487, 5498984, 7576547, 7924582, 2004/0263233, 2007/0285102, 2011/0031813, 19844465, 102006022686, 1857825, 2856856, 2272300, 56006508, 11160368, WO-03052433"
